,GSM2668066,GSM2668067,GSM2668068,GSM2668069,GSM2668070,GSM2668071,GSM2668072,GSM2668073,GSM2668074,GSM2668075,GSM2668076,GSM2668077,GSM2668078,GSM2668079,GSM2668080
ENSG00000014138,87,181,116,164,66,482,307,232,266,222,55,608,139,93,147
ENSG00000014164,127,153,177,200,59,210,237,138,272,272,18,274,116,63,95
ENSG00000014216,750,1019,1114,1057,399,1336,1661,1195,1766,1256,344,1140,1231,330,709
ENSG00000014257,199,174,133,182,104,489,302,682,333,354,17,103,98,30,59
ENSG00000014641,224,215,303,256,151,570,664,213,260,190,344,899,626,546,172
ENSG00000014824,534,627,490,547,260,289,239,174,76,54,238,980,378,234,72
ENSG00000014914,194,140,141,201,66,5,4,18,12,0,4,28,20,2,23
ENSG00000014919,228,277,288,317,160,230,269,133,163,22,152,158,247,88,133
ENSG00000015133,3291,4527,4141,3717,1701,1287,1302,1275,577,354,272,1641,994,286,466
ENSG00000015153,286,492,395,404,147,307,260,197,516,565,153,615,416,110,129
ENSG00000015171,1407,1827,1539,1687,609,677,425,437,104,48,258,826,451,252,65
ENSG00000015285,1022,1414,1473,1576,801,1562,1347,1921,2644,1755,151,647,876,369,767
ENSG00000015413,0,0,0,0,0,0,0,0,0,0,0,1,14,29,2
ENSG00000015475,387,349,260,432,151,838,774,575,1140,1665,152,820,271,200,220
ENSG00000015479,2720,3396,2422,3427,1801,1873,2070,1694,462,847,1459,6989,2777,3018,554
ENSG00000015520,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ENSG00000015532,171,221,250,213,103,258,156,46,32,23,26,91,87,63,107
ENSG00000015568,96,65,39,60,150,133,82,240,171,14,2,27,152,48,17
ENSG00000015592,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
ENSG00000015676,428,407,491,449,281,544,438,214,234,160,84,673,401,253,164
ENSG00000016082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016391,1,7,10,13,2,43,55,44,13,10,7,14,5,7,15
ENSG00000016402,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ENSG00000016490,0,0,0,0,0,0,0,0,0,0,294,12,0,0,0
ENSG00000016602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016864,165,222,170,207,66,187,164,88,76,6,59,104,104,57,47
ENSG00000017260,687,790,690,893,383,1137,958,581,125,266,276,1692,1254,569,291
ENSG00000017427,0,11,5,11,0,0,0,0,0,0,0,46,7,0,0
ENSG00000017483,38,63,61,31,35,114,115,49,58,111,120,373,54,52,179
ENSG00000017797,3428,3572,2536,3751,1203,5525,4734,4262,7913,3002,677,6835,2711,1285,1412
ENSG00000018189,632,645,599,629,271,205,156,119,143,22,156,675,501,447,109
ENSG00000018236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
ENSG00000018280,395,1022,831,995,442,790,470,2305,1967,1546,20,625,449,36,261
ENSG00000018408,6,13,15,7,3,7,1,0,2,0,73,190,3,13,0
ENSG00000018510,531,397,402,372,235,829,702,802,180,579,172,1117,626,201,120
ENSG00000018607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610,140,199,205,182,90,291,230,128,185,162,87,283,215,164,119
ENSG00000018625,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0
ENSG00000018699,73,113,89,184,66,348,315,76,162,39,224,425,229,187,363
ENSG00000018869,39,51,33,77,25,26,23,12,13,9,20,166,22,22,5
ENSG00000019102,1,2,2,1,2,0,0,0,1,0,1,0,0,0,4
ENSG00000019144,22,28,28,33,22,33,38,24,107,14,24,1164,43,8,44
ENSG00000019169,37,298,313,285,25,14,26,18,29,0,4,31,7,2,30
ENSG00000019186,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019485,57,129,140,118,44,80,109,50,16,0,61,324,64,56,45
ENSG00000019505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000019549,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1
ENSG00000019582,13699,17233,18294,20288,8263,2510,2484,2232,8174,3408,612,1647,26426,652,10055
ENSG00000019991,42,50,42,64,16,208,203,78,14,108,12,315,61,19,97
ENSG00000019995,384,626,450,570,252,323,461,510,252,472,327,764,433,186,123
ENSG00000020129,71,88,81,112,49,69,114,45,67,20,26,211,64,83,28
ENSG00000020181,45,40,65,88,25,8,10,3,10,20,3,12,50,4,41
ENSG00000020219,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
ENSG00000020256,125,132,160,129,58,97,81,32,19,7,30,104,59,31,17
ENSG00000020426,186,174,184,264,87,419,339,154,120,134,151,737,147,241,73
ENSG00000020577,118,110,74,100,57,33,8,5,9,0,1,11,43,5,8
ENSG00000020633,1660,3748,2917,3359,641,419,309,430,394,268,8,484,916,192,162
ENSG00000020922,854,860,804,936,599,633,758,501,78,152,396,3982,419,335,246
ENSG00000021300,137,162,144,211,111,17,10,10,10,1,9,16,35,30,26
ENSG00000021355,1936,3159,1468,3141,731,17633,16615,7763,10918,16365,727,9144,9496,2046,3578
ENSG00000021461,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000021488,1,1,3,1,0,2,2,2,0,0,0,1,1,2,0
ENSG00000021574,347,387,277,322,175,178,151,201,43,5,135,267,104,89,66
ENSG00000021645,0,0,0,1,0,2,1,2,0,0,4,0,6,0,7
ENSG00000021762,473,900,530,657,237,562,683,293,202,176,31,41,201,130,201
ENSG00000021776,513,730,553,894,283,563,456,500,177,85,658,918,461,338,321
ENSG00000021826,7,10,9,8,3,12,30,7,40,13,50,11,7,3,4
ENSG00000021852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022267,64,78,122,132,27,149,46,34,26,26,18,73,345,23,36
ENSG00000022277,1492,1663,1275,1853,593,3388,2846,2910,3943,6392,1060,2876,1576,1045,1014
ENSG00000022355,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000022556,74,58,91,97,44,62,38,42,40,16,2,122,18,2,20
ENSG00000022567,128,169,96,138,84,244,198,410,91,291,7,196,54,43,44
ENSG00000022840,1380,1273,1119,1638,357,1626,1994,1301,1629,2487,819,2675,1251,285,323
ENSG00000022976,165,234,210,255,96,260,158,193,106,105,88,85,246,87,115
ENSG00000023041,672,753,566,911,318,678,597,296,199,109,395,526,389,220,163
ENSG00000023171,164,142,100,163,62,279,374,170,102,151,5,55,127,98,108
ENSG00000023287,1344,1514,1544,1719,494,1023,1021,1093,492,254,267,2597,616,373,113
ENSG00000023318,1039,1496,1284,1527,698,1840,1564,1473,1176,1038,249,1647,1230,583,667
ENSG00000023330,237,268,284,316,228,2658,2134,1343,1869,7317,204,509,389,315,326
ENSG00000023445,2477,2210,3205,2248,1692,235,816,183,57,46,39,471,494,156,120
ENSG00000023516,647,762,603,636,328,174,137,133,19,11,141,271,187,102,29
ENSG00000023572,11,12,13,21,12,53,34,26,31,18,55,42,22,16,11
ENSG00000023608,296,291,210,312,137,284,283,140,53,36,198,1776,242,208,57
ENSG00000023697,210,130,198,240,94,252,185,196,159,105,143,438,183,90,92
ENSG00000023734,545,706,601,790,343,745,778,659,492,638,1419,2075,1325,698,471
ENSG00000023839,20,23,26,22,15,26,12,22,4,1,1,7,13,6,5
ENSG00000023892,4862,5621,4652,5751,2168,4384,3580,4753,3175,1997,1041,2981,2081,1989,2643
ENSG00000023902,1463,1469,1429,1595,1082,397,255,455,566,263,74,290,1187,843,414
ENSG00000023909,112,179,123,141,58,295,216,214,92,49,25,141,70,55,66
ENSG00000024048,1074,1327,999,1182,530,615,593,712,206,248,270,994,544,174,131
ENSG00000024422,4,10,4,3,2,46,26,9,18,19,120,193,71,126,8
ENSG00000024526,13,6,10,10,2,132,92,54,17,15,64,280,55,34,70
ENSG00000024862,72,92,79,136,53,108,125,59,90,121,90,140,126,68,35
ENSG00000025039,50,68,66,48,50,649,731,625,655,618,34,64,227,129,197
ENSG00000025156,197,303,297,399,78,136,91,53,8,157,87,313,225,109,38
ENSG00000025293,566,744,746,662,225,836,720,695,882,654,392,890,714,499,335
ENSG00000025423,2,7,2,17,1,0,1,0,0,0,1,0,1,9,2
ENSG00000025434,53,56,41,63,38,84,72,25,100,36,86,73,329,44,95
ENSG00000025708,2681,3242,1697,2885,1173,798,654,972,1657,626,57,391,369,39,838
ENSG00000025770,116,186,155,167,59,292,295,185,412,663,157,403,203,177,181
ENSG00000025772,91,108,121,175,47,198,258,98,175,78,155,495,327,107,141
ENSG00000025796,2319,2673,2825,2470,1245,2821,3046,3679,914,1062,1141,6304,2940,1774,1013
ENSG00000025800,285,394,385,360,192,305,320,203,240,189,102,616,229,74,109
ENSG00000026025,7295,7297,6815,10313,4567,11239,10976,12465,14981,19259,2522,7495,13077,2027,4638
ENSG00000026036,98,133,129,135,28,110,109,58,14,5,42,131,128,38,123
ENSG00000026103,211,316,238,220,175,130,110,198,20,60,25,222,121,66,48
ENSG00000026297,748,1309,1397,1852,705,2419,2340,2369,3872,1707,365,1586,764,614,1183
ENSG00000026508,5061,5854,5605,5903,2292,2556,2168,2500,3659,4819,547,9936,3284,719,1212
ENSG00000026559,21,38,41,42,9,4,3,1,8,2,0,2,1,0,3
ENSG00000026652,379,191,125,247,90,289,113,166,82,57,104,105,248,119,120
ENSG00000026751,1229,2146,1659,1589,803,26,67,33,29,18,17,280,8,13,73
ENSG00000026950,2338,3216,2828,2933,1578,275,406,532,128,83,68,339,414,192,140
ENSG00000027001,42,63,52,76,33,68,83,17,34,38,47,63,47,84,37
ENSG00000027075,1936,2584,2123,2220,851,111,94,66,4,46,1,714,481,539,13
ENSG00000027644,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
ENSG00000027697,1851,2019,1854,1819,1149,587,556,640,142,918,189,1099,844,158,140
ENSG00000027847,48,61,56,106,28,101,91,47,103,18,50,39,47,41,63
ENSG00000027869,259,260,171,316,36,19,18,6,6,0,5,75,15,42,4
ENSG00000028116,231,304,198,325,133,238,190,194,39,59,127,569,177,98,103
ENSG00000028137,2022,2660,2134,2630,1068,662,547,1149,1482,396,63,748,668,52,369
ENSG00000028203,591,611,633,1071,282,342,414,190,86,72,406,1200,661,564,129
ENSG00000028277,1925,2736,2730,2275,1597,457,298,447,479,69,71,1551,263,60,381
ENSG00000028310,922,850,1148,994,561,680,560,580,941,398,369,1852,879,455,674
ENSG00000028528,1743,2075,1638,2026,975,1473,1485,1041,609,393,669,1511,1238,520,402
ENSG00000028839,198,230,188,263,97,220,132,103,87,31,424,1026,102,57,33
ENSG00000029153,5,20,12,10,11,166,90,52,15,20,36,390,190,35,48
ENSG00000029363,5154,5212,4964,5610,2497,3016,2260,6152,3030,1519,1139,12955,2136,1520,916
ENSG00000029364,151,153,157,220,113,223,220,109,100,315,105,367,171,101,64
ENSG00000029534,84,153,97,77,57,1016,1017,209,204,201,1527,6143,306,58,888
ENSG00000029559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000029639,68,99,99,148,56,116,115,56,83,10,303,160,121,68,89
ENSG00000029725,1929,1664,1797,1709,772,558,458,449,504,284,243,1574,539,178,141
ENSG00000029993,64,77,53,118,22,703,858,467,768,399,810,4538,739,503,912
ENSG00000030066,236,375,309,302,152,214,258,109,187,382,141,737,252,134,149
ENSG00000030110,66,124,98,145,78,156,118,113,278,567,51,182,179,96,124
ENSG00000030304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000030419,153,311,229,186,68,90,48,8,5,261,24,5,106,417,11
ENSG00000030582,2528,2693,2262,4499,1505,6899,7007,4733,10226,5271,530,1361,1409,767,2713
ENSG00000031003,795,1135,711,876,437,510,400,459,92,146,130,544,367,207,92
ENSG00000031081,231,356,327,403,139,51,25,39,8,4,1,126,41,21,27
ENSG00000031691,65,73,67,73,22,144,82,91,26,36,67,245,50,43,28
ENSG00000031698,1247,1558,1495,1927,792,1121,1215,821,1656,663,1419,2790,746,565,710
ENSG00000031823,626,759,740,805,361,557,594,432,330,215,234,1073,438,186,173
ENSG00000032219,2667,3408,3802,3391,1225,2152,1807,3024,1979,3059,358,4800,1329,731,690
ENSG00000032389,174,175,184,252,91,343,402,121,241,107,136,334,349,209,173
ENSG00000032444,571,575,511,656,438,479,410,386,723,596,208,800,563,220,398
ENSG00000032742,108,239,148,262,40,129,107,92,85,55,103,131,126,86,94
ENSG00000033011,52,81,86,108,58,116,115,28,110,74,93,143,113,63,78
ENSG00000033030,503,647,504,631,345,298,359,376,134,56,118,404,283,76,77
ENSG00000033050,734,970,753,901,654,611,516,318,401,170,384,3198,662,468,497
ENSG00000033100,242,402,350,414,149,390,399,239,289,99,81,342,314,201,184
ENSG00000033122,2,7,1,7,1,3,3,0,0,0,2,102,4,0,1
ENSG00000033170,233,216,152,269,70,117,121,52,403,238,43,946,83,57,54
ENSG00000033178,1022,823,884,798,467,425,229,279,36,149,133,1532,255,128,51
ENSG00000033327,650,573,607,562,392,1018,820,1342,1220,1778,219,890,1479,1078,426
ENSG00000033627,265,208,346,253,157,417,351,421,365,652,100,414,227,26,104
ENSG00000033800,1208,1488,1108,1663,256,1112,764,1172,943,853,225,738,436,181,184
ENSG00000033867,208,341,246,366,100,90,77,38,360,127,63,375,153,176,61
ENSG00000034053,450,611,363,616,124,178,85,41,54,0,2,476,32,6,135
ENSG00000034152,259,362,322,401,161,440,433,482,613,708,35,320,371,102,188
ENSG00000034239,0,0,0,0,0,52,54,11,16,0,0,0,0,2,13
ENSG00000034510,11073,11609,12412,16562,7477,5706,5898,4434,22224,15197,16539,15368,13257,10674,8451
ENSG00000034533,82,85,91,168,61,57,68,62,26,0,19,51,28,13,18
ENSG00000034677,950,1138,1107,1158,500,494,613,694,164,406,40,694,633,135,13
ENSG00000034693,41,78,71,92,41,69,60,24,11,8,69,394,73,87,19
ENSG00000034713,440,621,503,731,196,949,897,738,1016,736,409,456,207,230,168
ENSG00000034971,0,0,0,0,0,2,1,0,0,0,22,0,0,0,0
ENSG00000035115,325,310,218,425,185,63,87,71,42,53,34,111,77,101,76
ENSG00000035141,309,508,328,474,178,433,406,226,260,162,458,756,608,308,249
ENSG00000035403,2286,3268,2136,2895,828,1869,1873,1460,487,410,259,700,1016,249,254
ENSG00000035499,8,9,6,5,0,87,103,25,9,42,58,965,94,28,23
ENSG00000035664,69,92,36,44,49,692,597,1115,645,563,26,107,29,64,132
ENSG00000035681,699,920,762,1023,322,446,513,314,207,154,325,1346,864,386,213
ENSG00000035687,503,737,728,763,410,1428,1126,1444,225,228,210,1164,496,387,127
ENSG00000035720,113,112,173,158,69,70,93,32,18,30,35,592,161,17,25
ENSG00000035862,555,660,607,893,394,782,553,918,2578,1748,58,264,821,191,562
ENSG00000035928,1230,1107,1442,1452,304,1112,837,840,851,791,214,1410,694,265,130
ENSG00000036054,371,461,366,533,264,322,341,273,73,156,438,459,300,201,110
ENSG00000036257,1415,1432,1514,2017,517,884,845,1046,354,477,966,1872,975,583,492
ENSG00000036448,163,454,41,39,87,7,4,0,10,1,0,4,16,16,8
ENSG00000036473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036530,29,29,47,31,5,4,6,4,63,12,0,4,1,5,4
ENSG00000036549,394,570,408,586,216,319,317,151,25,63,177,677,304,187,103
ENSG00000036565,0,3,0,2,2,0,0,0,0,0,0,3,1,0,0
ENSG00000036672,0,1,0,0,1,2,3,3,6,0,0,44,1,1,2
ENSG00000036828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000037042,128,130,122,150,47,61,113,27,6,8,68,101,164,23,33
ENSG00000037241,70,75,81,128,20,169,135,58,139,49,242,155,73,134,100
ENSG00000037280,58,97,51,118,51,46,7,2,0,1,3,159,7,78,46
ENSG00000037474,917,1175,1078,1273,747,817,682,462,167,24,634,2560,783,432,435
ENSG00000037637,89,139,175,147,70,114,146,68,85,81,57,140,97,60,53
ENSG00000037749,57,80,65,68,33,54,39,54,15,92,37,69,37,17,6
ENSG00000037757,503,477,355,725,178,524,481,217,133,82,75,207,352,82,91
ENSG00000037897,13,4,19,25,8,39,87,11,69,18,73,114,35,35,47
ENSG00000037965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000038002,218,165,178,240,92,285,271,147,203,310,51,217,123,102,41
ENSG00000038210,167,277,193,231,116,227,172,119,31,16,141,246,212,99,51
ENSG00000038219,10533,11799,10332,10369,5509,7006,5573,14315,4599,4849,636,6022,2756,959,2476
ENSG00000038274,1231,1617,1413,1649,873,843,746,415,124,118,570,470,562,360,104
ENSG00000038295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000038358,778,871,788,912,452,551,662,495,271,371,231,686,798,369,383
ENSG00000038382,903,1145,1057,1114,295,188,304,255,36,14,132,1216,618,6,83
ENSG00000038427,15111,12069,7936,11235,4789,204,536,518,867,25,60,931,793,17,496
ENSG00000038532,348,373,450,428,129,501,440,425,378,110,94,570,251,274,220
ENSG00000038945,107,123,66,70,60,4,10,7,9,0,9,10,28,0,3
ENSG00000039068,13,22,11,13,0,117,49,7,11,6,472,38,19,17,136
ENSG00000039123,1190,1114,1222,1287,780,873,685,783,379,203,434,4240,684,301,144
ENSG00000039139,0,0,0,0,0,2,0,0,0,0,5,0,1,0,1
ENSG00000039319,260,277,201,224,110,252,209,340,75,194,98,208,68,86,95
ENSG00000039523,440,343,458,383,260,227,222,284,63,56,34,384,318,75,148
ENSG00000039537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000039560,12,11,12,4,6,9,2,0,0,0,1,12,32,2,9
ENSG00000039600,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0
ENSG00000039650,438,488,525,493,242,599,539,464,742,406,173,1473,320,140,289
ENSG00000039987,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0
ENSG00000040199,125,153,146,130,68,33,29,15,4,3,115,67,32,5,13
ENSG00000040275,389,334,245,497,127,395,213,234,12,19,73,1036,115,97,69
ENSG00000040341,187,274,252,265,88,413,451,291,363,579,55,1095,172,210,39
ENSG00000040487,42,38,27,48,10,51,57,25,46,19,2,55,55,23,59
ENSG00000040531,62,96,77,154,29,111,141,43,33,57,26,116,73,31,46
ENSG00000040608,13,2,8,13,6,26,11,4,8,0,0,0,12,25,9
ENSG00000040633,415,441,435,595,315,515,342,234,153,242,146,505,240,184,135
ENSG00000040731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000040933,1611,2054,1823,2146,597,450,412,398,117,137,20,290,234,65,70
ENSG00000041353,240,450,245,385,63,527,121,98,6,6,25,1269,490,34,77
ENSG00000041357,1270,1662,1092,1879,694,1431,1498,928,2140,840,3093,3957,1479,2539,1423
ENSG00000041802,1038,919,642,840,298,716,526,527,253,191,222,1071,679,195,219
ENSG00000041880,91,126,78,112,50,53,81,10,12,20,45,72,223,38,44
ENSG00000041982,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
ENSG00000041988,125,163,132,187,76,118,137,66,128,97,90,141,98,74,64
ENSG00000042062,36,20,24,18,2,512,193,95,85,13,548,1549,285,10,123
ENSG00000042088,177,271,128,309,52,285,356,149,78,156,79,510,124,85,87
ENSG00000042286,49,61,78,81,20,27,21,7,8,11,147,21,30,18,38
ENSG00000042304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042317,30,39,33,46,16,71,55,26,17,21,46,42,74,47,42
ENSG00000042429,262,242,308,213,181,132,118,108,38,53,77,462,171,71,35
ENSG00000042445,151,211,250,223,127,170,131,133,171,34,109,300,296,178,181
ENSG00000042493,223,233,370,638,135,1774,1165,1005,4311,3162,52,272,202,635,662
ENSG00000042753,56,118,98,144,49,286,311,109,596,400,253,596,166,89,225
ENSG00000042781,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000042813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042832,9,2,2,2,0,1,12,4,26,0,2,2,0,11,0
ENSG00000042980,271,626,619,411,289,106,108,51,12,58,1,62,1026,11,143
ENSG00000043039,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0
ENSG00000043093,744,994,809,1428,245,687,487,460,103,163,199,831,280,117,49
ENSG00000043143,998,1252,1063,1179,481,355,374,141,177,41,132,222,482,199,132
ENSG00000043355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000043462,2431,3331,2673,3170,1348,2931,2462,3264,1537,2389,462,2637,1134,757,488
ENSG00000043514,195,171,181,164,99,109,106,39,110,63,133,405,186,130,69
ENSG00000043591,7,7,8,5,8,9,1,3,5,4,0,2,158,0,34
ENSG00000044012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000044090,135,221,146,137,82,272,258,174,150,51,73,308,226,143,149
ENSG00000044115,639,825,841,757,994,1038,698,699,391,115,756,3604,1667,185,452
ENSG00000044446,220,407,301,572,260,587,670,560,489,326,195,554,385,165,286
ENSG00000044459,176,151,200,215,57,713,547,456,299,173,127,660,327,123,227
ENSG00000044524,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000044574,3297,4324,3782,4206,1944,6543,6043,8256,7411,21888,2870,13069,4467,3244,7333
ENSG00000046604,3,7,11,17,3,65,36,10,30,4,1,4,37,68,39
ENSG00000046647,118,101,108,163,51,141,168,54,96,66,121,116,153,148,90
ENSG00000046651,2867,2209,2528,2381,1440,1632,1533,1584,954,1377,1309,1296,1455,1071,1333
ENSG00000046653,1,3,7,10,2,1,2,0,0,0,0,0,3,0,5
ENSG00000046774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000046889,0,0,0,2,0,20,1,2,0,0,0,0,94,0,9
ENSG00000047056,302,386,363,355,178,204,219,241,109,316,30,83,160,36,37
ENSG00000047188,677,699,696,741,328,237,148,209,34,51,132,357,298,101,51
ENSG00000047230,38,51,115,94,24,184,136,95,64,45,241,306,231,76,79
ENSG00000047249,198,209,192,248,120,310,325,242,245,296,164,359,207,125,99
ENSG00000047315,2643,3595,2991,3366,1364,1555,1416,1218,218,82,794,2566,1627,896,282
ENSG00000047346,681,848,620,941,296,298,241,363,132,139,167,304,322,161,50
ENSG00000047365,1075,1593,1365,1237,692,253,212,480,62,363,21,112,439,130,64
ENSG00000047410,7128,8755,7049,8018,3656,3185,3112,3266,840,382,1224,9896,2713,1197,1531
ENSG00000047457,0,0,0,0,0,12,7,18,23,25,0,5,15,0,4
ENSG00000047578,118,173,142,141,121,177,126,117,77,171,37,252,115,17,71
ENSG00000047579,375,461,440,433,223,415,462,371,344,148,333,855,349,349,202
ENSG00000047597,40,38,30,41,16,125,90,16,4,0,123,362,9,11,29
ENSG00000047617,1,5,4,0,4,3,0,0,0,0,0,0,10,0,2
ENSG00000047621,272,273,220,330,137,138,162,88,45,98,125,189,106,72,66
ENSG00000047634,85,169,108,165,46,2,2,5,2,5,43,10,31,3,10
ENSG00000047644,450,549,387,584,256,221,243,253,131,37,72,118,207,51,113
ENSG00000047648,147,228,159,244,62,199,59,18,8,0,191,81,89,6,21
ENSG00000047662,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000047849,612,1249,910,975,284,603,513,446,294,216,160,606,810,354,271
ENSG00000047932,669,873,719,883,408,392,428,264,116,7,457,781,298,303,112
ENSG00000047936,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000048028,611,887,748,735,255,77,119,64,13,11,27,404,44,26,24
ENSG00000048052,121,309,305,265,140,30,32,36,18,4,9,17,140,56,24
ENSG00000048140,245,292,251,291,140,130,213,22,86,23,126,208,205,99,241
ENSG00000048162,171,219,195,271,143,323,363,120,262,56,1036,1006,375,179,452
ENSG00000048342,10,10,20,14,12,3,5,4,16,4,6,22,1,1,18
ENSG00000048392,405,454,440,499,203,293,254,393,35,1599,226,468,216,113,49
ENSG00000048405,340,652,413,475,169,152,131,141,22,34,65,271,153,75,31
ENSG00000048462,4,8,21,31,5,0,3,0,4,0,1,20,0,0,2
ENSG00000048471,368,417,461,530,216,300,328,207,361,269,55,302,227,70,54
ENSG00000048540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048544,330,426,349,415,152,254,207,178,209,135,219,1297,202,181,102
ENSG00000048545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000048649,2295,2373,3098,2303,956,2092,1663,1689,1838,595,220,3969,1057,373,505
ENSG00000048707,905,1183,915,1146,449,457,421,252,174,225,1848,709,389,203,237
ENSG00000048740,2213,3125,2850,3018,1172,1708,1608,1680,740,1343,659,1634,1265,538,342
ENSG00000048828,3158,2847,2355,2942,971,1605,1400,1675,307,124,376,1170,1086,354,339
ENSG00000048991,743,858,705,786,253,507,390,285,103,159,115,871,503,148,91
ENSG00000049089,134,190,172,176,52,1172,1042,578,250,300,67,30,138,64,533
ENSG00000049130,0,5,1,6,0,2,1,0,0,0,0,0,1,0,0
ENSG00000049167,30,53,36,40,26,36,20,23,4,27,35,128,30,40,16
ENSG00000049192,46,40,37,12,11,1,0,0,4,3,0,50,4,4,0
ENSG00000049239,231,380,449,465,165,524,592,407,402,154,14,130,193,232,192
ENSG00000049245,417,533,421,458,282,796,753,899,984,586,171,897,344,226,257
ENSG00000049246,130,253,142,187,60,22,13,18,0,2,1,386,13,4,3
ENSG00000049247,297,7,356,164,5,266,162,215,111,88,8,208,126,184,62
ENSG00000049249,7,18,13,17,15,23,17,29,32,24,0,31,12,3,3
ENSG00000049283,0,0,0,0,0,1,1,0,0,0,0,9,0,1,0
ENSG00000049323,138,188,174,249,55,802,314,51,23,4,10,747,661,14,126
ENSG00000049449,259,455,288,296,104,440,340,104,113,88,827,480,710,232,567
ENSG00000049540,0,0,0,0,0,5,3,0,1,0,0,18,150,0,2
ENSG00000049541,89,116,98,152,73,302,303,165,358,543,161,620,285,97,195
ENSG00000049618,842,1185,1041,1093,450,757,738,632,932,606,1361,2536,1269,790,621
ENSG00000049656,330,531,400,640,183,459,648,277,459,206,279,782,237,205,236
